Käyttöönottovuosi,Merkki,Malli,"Katsastusten
lukumäärä",Hylkäys-%,"Ajettujen
kilometrien
keskiarvo","Ajettujen
kilometrien
mediaani",Yleisin hylkäyssyy,"Toiseksi yleisin
hylkäyssyy","Kolmanneksi yleisin
hylkäyssyy"
2004,Ford,FOCUS C-MAX,1058,39.98,231000,223000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
2004,Ford,FUSION,232,19.4,178000,177000,"Seisontajarrun
dynamometritesti",,
2004,Ford,MONDEO,2791,39.84,250000,246000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2004,Ford,"TOURNEO
CONNECT",215,40,223000,220000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Käyttöjarru
2004,Honda,Mallit yhteensä,4280,25.68,216000,215000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2004,Honda,ACCORD,1197,34.25,249000,248000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2004,Honda,CIVIC,1257,22.91,190000,189000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2004,Honda,CR-V,997,19.96,229000,228000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,Etuakselisto
2004,Honda,HR-V,266,19.17,204000,201000,"Bensiinimoottorin
pakokaasumittaus","Alustan kotelot ja
pohjalevy","Ohjausnivelet ja
-tangot"
2004,Honda,JAZZ,392,25.77,169000,164000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2004,Honda,STREAM,157,29.3,243000,236000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)",
2004,Hyundai,Mallit yhteensä,1624,33.56,194000,184000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Hyundai,ELANTRA,141,41.13,197000,190000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Hyundai,GETZ,624,27.08,158000,150000,"Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti"
2004,Hyundai,MATRIX,198,42.42,175000,175000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",
2004,Hyundai,SANTA FE,156,23.72,254000,247000,Käyttöjarru,,
2004,Hyundai,SONATA,132,37.88,215000,211000,Taka-akselisto,Käyttöjarru,
2004,Hyundai,TRAJET,134,46.27,288000,247000,Käyttöjarru,Etuakselisto,
2004,Jaguar,Mallit yhteensä,406,39.9,218000,205000,"Seisontajarrun
dynamometritesti",Taka-akselisto,"Alustan kotelot ja
pohjalevy"
2004,Jaguar,S-TYPE,141,31.21,207000,203000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Käyttöjarru
2004,Jaguar,X-TYPE,220,49.09,238000,226000,"Seisontajarrun
dynamometritesti",Taka-akselisto,
2004,Jeep,Mallit yhteensä,232,39.22,229000,222000,"Seisontajarrun
dynamometritesti",Taka-akselisto,"Alustan kotelot ja
pohjalevy"
2004,Jeep,CHEROKEE,217,41.01,237000,230000,"Seisontajarrun
dynamometritesti",Taka-akselisto,"Alustan kotelot ja
pohjalevy"
2004,Kia,Mallit yhteensä,365,41.64,220000,200000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2004,Kia,SORENTO,108,48.15,307000,278000,"Seisontajarrun
dynamometritesti",,
2004,Land Rover,Mallit yhteensä,347,25.36,231000,230000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2004,Land Rover,FREELANDER,199,25.63,237000,233000,"Ohjausnivelet ja
-tangot",,
2004,Lexus,Mallit yhteensä,113,15.04,204000,202000,,,
2004,Mazda,Mallit yhteensä,4511,43.03,219000,217000,"Alustan kotelot ja
pohjalevy",Etuakselisto,"Seisontajarrun
dynamometritesti"
2004,Mazda,3,1235,42.43,195000,192000,Etuakselisto,"Jousitus ja
iskunvaimennus","Alustan kotelot ja
pohjalevy"
2004,Mazda,6,2738,43.83,235000,232000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Käyttöjarru
2004,Mazda,PREMACY,251,53.78,209000,210000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,Kori
2004,Mercedes-Benz,Mallit yhteensä,7902,38.62,289000,274000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2004,Mercedes-Benz,A,431,28.54,181000,172000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2004,Mercedes-Benz,C,2804,43.76,275000,261000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2004,Mercedes-Benz,CLK,264,36.36,205000,193000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2004,Mercedes-Benz,E,3184,37.03,338000,328000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2004,Mercedes-Benz,M,276,42.39,289000,288000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Etuakselisto
2004,Mercedes-Benz,SLK,329,26.14,142000,139000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2004,Mercedes-Benz,VITO,146,56.16,363000,331000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Etuakselisto
2004,Mini,Mallit yhteensä,342,31.29,158000,154000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2004,Mini,COOPER,342,31.29,158000,154000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2004,Mitsubishi,Mallit yhteensä,1099,33.21,216000,213000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
2004,Mitsubishi,GRANDIS,150,46,254000,256000,Etuakselisto,Taka-akselisto,Käyttöjarru
2004,Mitsubishi,LANCER,422,32.94,202000,205000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2004,Mitsubishi,OUTLANDER,159,40.25,219000,218000,Taka-akselisto,"Ohjausnivelet ja
-tangot",
2004,Mitsubishi,PAJERO,121,26.45,293000,288000,Etuakselisto,,
2004,Nissan,Mallit yhteensä,8957,29.92,201000,197000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2004,Nissan,ALMERA,2853,25.13,181000,177000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2004,Nissan,ALMERA TINO,423,31.21,192000,192000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2004,Nissan,MAXIMA QX,608,28.95,219000,220000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2004,Nissan,MICRA,1054,31.12,150000,145000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2004,Nissan,PRIMERA,3229,32.89,223000,219000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2004,Nissan,X-TRAIL,619,34.09,245000,241000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2004,Opel,Mallit yhteensä,5484,39.62,217000,213000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2004,Opel,ASTRA,2014,33.81,193000,190000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
2004,Opel,CORSA,302,34.77,153000,146000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2004,Opel,MERIVA,520,36.15,179000,176000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2004,Opel,VECTRA,2227,45.58,251000,247000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
2004,Opel,ZAFIRA,310,48.06,251000,247000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2004,Peugeot,Mallit yhteensä,8513,37.65,202000,194000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2004,Peugeot,206,2394,32.29,154000,148000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Peugeot,307,3869,38.77,213000,207000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2004,Peugeot,406,633,46.6,243000,230000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
2004,Peugeot,407,1097,39.02,228000,219000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Peugeot,607,164,43.29,266000,261000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2004,Peugeot,807,145,48.97,263000,258000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2004,Peugeot,PARTNER,196,30.61,211000,209000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2004,Porsche,Mallit yhteensä,144,22.22,165000,162000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,
2004,Renault,Mallit yhteensä,6058,48.75,197000,194000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2004,Renault,CLIO,838,35.68,144000,140000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
2004,Renault,ESPACE,100,48,247000,249000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2004,Renault,LAGUNA,1148,52.61,218000,217000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2004,Renault,MEGANE,2416,52.11,207000,202000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2004,Renault,"MEGANE
SCENIC",1310,49.62,200000,198000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2004,Renault,TWINGO,162,35.8,129000,127000,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2004,Saab,Mallit yhteensä,1763,27.57,241000,236000,Taka-akselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2004,Saab,9-3,922,28.74,226000,224000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2004,Saab,9-5,841,26.28,258000,251000,Taka-akselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Seat,Mallit yhteensä,1275,40.31,276000,271000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
2004,Seat,CORDOBA,178,46.63,248000,230000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Seat,IBIZA,144,42.36,186000,182000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,
2004,Seat,LEON,325,39.08,269000,258000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2004,Seat,TOLEDO,511,38.55,324000,334000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
2004,Skoda,Mallit yhteensä,3068,32.89,253000,242000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2004,Skoda,FABIA,646,36.69,211000,197000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
2004,Skoda,OCTAVIA,2215,32.14,261000,249000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
2004,Skoda,SUPERB,207,28.99,304000,266000,Etuakselisto,Käyttöjarru,
2004,Smart,Mallit yhteensä,233,30.47,130000,125000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2004,Smart,FORFOUR,109,39.45,161000,161000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2004,Subaru,Mallit yhteensä,667,17.84,222000,220000,"Bensiinimoottorin
pakokaasumittaus",Etuakselisto,"Jousitus ja
iskunvaimennus"
2004,Subaru,FORESTER,154,14.94,229000,229000,"Jousitus ja
iskunvaimennus",,
2004,Subaru,IMPREZA,183,19.67,194000,197000,"Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2004,Subaru,LEGACY,328,18.29,236000,236000,Etuakselisto,"Bensiinimoottorin
pakokaasumittaus",
2004,Suzuki,Mallit yhteensä,569,20.91,177000,171000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2004,Suzuki,GRAND VITARA,162,12.35,213000,204000,,,
2004,Suzuki,IGNIS,111,27.03,171000,167000,"Jousitus ja
iskunvaimennus",,
2004,Suzuki,LIANA,157,23.57,178000,173000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Bensiinimoottorin
pakokaasumittaus"
2004,Toyota,Mallit yhteensä,20175,17.82,222000,214000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2004,Toyota,AVENSIS,5140,19.26,249000,240000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2004,Toyota,AVENSIS VERSO,491,23.83,284000,277000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2004,Toyota,CAMRY,127,17.32,240000,230000,,,
2004,Toyota,COROLLA,8734,16.58,206000,200000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti",Käyttöjarru
2004,Toyota,"COROLLA
VERSO",1660,18.61,244000,238000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2004,Toyota,LAND CRUISER,394,14.21,326000,323000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2004,Toyota,RAV4,736,15.22,229000,224000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2004,Toyota,YARIS,1960,16.17,165000,155000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2004,Toyota,YARIS VERSO,612,22.88,208000,199000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2004,Volkswagen,Mallit yhteensä,14431,32.72,240000,227000,Käyttöjarru,Etuakselisto,"Seisontajarrun
dynamometritesti"
2004,Volkswagen,BORA,1727,26.17,211000,198000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2004,Volkswagen,CADDY,133,33.83,270000,275000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2004,Volkswagen,GOLF,6819,33.29,228000,216000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2004,Volkswagen,PASSAT,2466,30.58,301000,291000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2004,Volkswagen,POLO,1580,35.13,165000,154000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2004,Volkswagen,TOUAREG,171,29.82,279000,283000,Käyttöjarru,,
2004,Volkswagen,TOURAN,1126,41.83,296000,290000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2004,Volkswagen,TRANSPORTER,219,34.25,354000,338000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2004,Volvo,Mallit yhteensä,11646,33.52,273000,258000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
2004,Volvo,S40,1824,32.07,209000,207000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2004,Volvo,S60,1313,30.01,250000,240000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2004,Volvo,S80,764,28.66,292000,264000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2004,Volvo,V40,1364,35.56,233000,226000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2004,Volvo,V50,1521,35.63,259000,254000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2004,Volvo,V70,3711,34.09,320000,299000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2004,Volvo,XC70,447,31.32,319000,302000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
2004,Volvo,XC90,689,39.77,296000,288000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Merkit yhteensä,Mallit yhteensä,148892,29.62,215000,204000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Alfa Romeo,Mallit yhteensä,342,40.94,175000,169000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Alfa Romeo,147,118,44.07,154000,149000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Alfa Romeo,156,129,41.86,203000,196000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Audi,Mallit yhteensä,6596,22.77,253000,243000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2005,Audi,A3,1271,28.17,206000,195000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2005,Audi,A4,3218,23.03,253000,244000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
2005,Audi,A6,1996,19.29,285000,278000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,BMW,Mallit yhteensä,5563,35.2,252000,248000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2005,BMW,1,631,34.87,206000,194000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2005,BMW,3,2206,38.44,241000,234000,Käyttöjarru,Taka-akselisto,"Jousitus ja
iskunvaimennus"
2005,BMW,5,1846,35.37,283000,283000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
2005,BMW,X3,292,24.32,265000,263000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,BMW,X5,336,30.95,288000,287000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
2005,Chevrolet,Mallit yhteensä,1923,41.81,151000,147000,"Käyttöjarrun
dynamometritesti",Etuakselisto,"Alustan kotelot ja
pohjalevy"
2005,Chevrolet,EVANDA,223,42.15,171000,161000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",
2005,Chevrolet,KALOS,744,39.52,129000,124000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
2005,Chevrolet,LACETTI,173,42.77,161000,150000,"Alustan kotelot ja
pohjalevy",,
2005,Chevrolet,MATIZ,155,38.71,111000,102000,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti","Alustan kotelot ja
pohjalevy"
2005,Chevrolet,NUBIRA,499,49.5,186000,185000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2005,Chrysler,Mallit yhteensä,1793,41.61,205000,200000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
2005,Chrysler,300C,234,40.6,215000,207000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Chrysler,NEON,191,42.93,145000,147000,"Alustan kotelot ja
pohjalevy",Etuakselisto,Käyttöjarru
2005,Chrysler,PT CRUISER,134,39.55,172000,170000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Chrysler,SEBRING,446,42.6,179000,177000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Alustan kotelot ja
pohjalevy"
2005,Chrysler,VOYAGER,737,42.88,242000,236000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2005,Citroen,Mallit yhteensä,5856,35.4,190000,182000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2005,Citroen,BERLINGO,163,31.29,228000,212000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2005,Citroen,C2,358,36.31,148000,144000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2005,Citroen,C3,872,29.01,140000,137000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2005,Citroen,C4,1806,35.49,179000,175000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2005,Citroen,C5,1613,38.56,230000,220000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2005,Citroen,XSARA,574,36.59,199000,197000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2005,Citroen,XSARA PICASSO,410,33.17,200000,190000,Etuakselisto,"Alustan kotelot ja
pohjalevy","Ohjausnivelet ja
-tangot"
2005,Fiat,Mallit yhteensä,4091,33.73,150000,145000,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Fiat,PANDA,310,39.35,135000,134000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2005,Fiat,PUNTO,2563,28.01,138000,134000,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2005,Fiat,STILO,1167,44.47,178000,174000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Ford,Mallit yhteensä,10636,30.37,203000,198000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Ford,FIESTA,776,16.62,152000,148000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Ford,FOCUS,5970,32.24,197000,194000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2005,Ford,FOCUS C-MAX,454,33.92,210000,205000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2005,Ford,FUSION,126,16.67,157000,154000,,,
2005,Ford,MAVERICK,215,21.4,198000,199000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2005,Ford,MONDEO,2562,30.64,236000,227000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Ford,MUSTANG,171,17.54,139000,128000,"Seisontajarrun
dynamometritesti",,
2005,Ford,"TOURNEO
CONNECT",116,28.45,193000,193000,"Seisontajarrun
dynamometritesti",,
2005,Honda,Mallit yhteensä,4536,20.7,214000,208000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Honda,ACCORD,1058,29.58,230000,229000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Honda,CIVIC,742,15.9,176000,172000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
2005,Honda,CR-V,1708,17.68,236000,226000,Käyttöjarru,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Honda,FR-V,322,23.6,234000,233000,"Sisäinen
valvontajärjestelmä
(OBD)","Alustan kotelot ja
pohjalevy",Käyttöjarru
2005,Honda,HR-V,208,16.35,184000,181000,,,
2005,Honda,JAZZ,480,19.17,157000,154000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2005,Hyundai,Mallit yhteensä,2388,29.65,185000,179000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2005,Hyundai,ELANTRA,142,34.51,196000,178000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2005,Hyundai,GETZ,819,19.29,147000,140000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Akseliston
kiinnityspalkit"
2005,Hyundai,MATRIX,187,36.9,169000,165000,"Seisontajarrun
dynamometritesti","Akseliston
kiinnityspalkit","Jousitus ja
iskunvaimennus"
2005,Hyundai,SANTA FE,160,30,235000,224000,Etuakselisto,"Seisontajarrun
dynamometritesti",Taka-akselisto
2005,Hyundai,SONATA,313,31.95,196000,189000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Käyttöjarru
2005,Hyundai,TRAJET,136,54.41,245000,247000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
2005,Hyundai,TUCSON,435,34.02,219000,210000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2005,Jaguar,Mallit yhteensä,370,32.7,211000,196000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2005,Jaguar,S-TYPE,154,25.32,201000,197000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2005,Jaguar,X-TYPE,179,41.34,231000,206000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Taka-akselisto
2005,Jeep,Mallit yhteensä,274,30.29,213000,208000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2005,Jeep,CHEROKEE,257,30.35,221000,210000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2005,Kia,Mallit yhteensä,3296,34.77,192000,182000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2005,Kia,CARNIVAL,120,51.67,242000,234000,"Seisontajarrun
dynamometritesti",Etuakselisto,
2005,Kia,CERATO,1541,31.99,172000,164000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
