Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2008,Alfa Romeo,159,190,39.47,195000,198000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2008,Audi,Mallit yhteensä,8380,16.72,234000,228000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,Audi,A3,1289,14.58,192000,187000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2008,Audi,A4,4301,18.55,245000,239000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2008,Audi,A5,414,15.7,202000,196000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2008,Audi,A6,1783,14.97,256000,252000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2008,Audi,Q7,227,17.62,245000,239000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2008,Audi,TT,164,12.8,153000,155000,"Jousitus ja
iskunvaimennus",,
2008,BMW,Mallit yhteensä,8428,25.68,226000,223000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,BMW,1,939,26.09,173000,163000,Taka-akselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2008,BMW,3,3438,30.92,217000,213000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,BMW,5,2599,22.97,259000,253000,"Ohjausnivelet ja
-tangot",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2008,BMW,X3,279,13.62,231000,228000,"Jousitus ja
iskunvaimennus",,
2008,BMW,X5,744,20.56,237000,233000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,BMW,X6,210,20,229000,218000,Etuakselisto,,
2008,Chevrolet,Mallit yhteensä,766,35.51,157000,141000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2008,Chevrolet,AVEO,274,38.69,122000,116000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2008,Chevrolet,EPICA,128,38.28,214000,197000,Käyttöjarru,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2008,Chevrolet,NUBIRA,114,33.33,182000,171000,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti",Etuakselisto
2008,Chrysler,Mallit yhteensä,864,38.19,205000,204000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Ohjausnivelet ja
-tangot"
2008,Chrysler,300C,150,58.67,230000,228000,"Seisontajarrun
dynamometritesti",Taka-akselisto,Etuakselisto
2008,Chrysler,SEBRING,266,31.58,174000,170000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Chrysler,VOYAGER,410,35.61,224000,222000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2008,Citroen,Mallit yhteensä,5026,27.52,191000,182000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2008,Citroen,BERLINGO,174,28.74,203000,200000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Citroen,C2,423,22.7,117000,116000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2008,Citroen,C3,935,22.25,127000,120000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2008,Citroen,C4,1208,33.28,199000,186000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2008,Citroen,C4 PICASSO,600,28.83,223000,218000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,Citroen,C5,1176,26.28,237000,229000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Citroen,XSARA PICASSO,363,27.82,197000,200000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
2008,Dodge,Mallit yhteensä,1067,47.14,188000,181000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2008,Dodge,AVENGER,324,32.72,180000,178000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Dodge,CALIBER,450,58,168000,165000,Etuakselisto,Taka-akselisto,"Alustan kotelot ja
pohjalevy"
2008,Dodge,JOURNEY,189,53.44,224000,218000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2008,Fiat,Mallit yhteensä,3495,26.49,139000,130000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2008,Fiat,500,295,32.2,120000,120000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
2008,Fiat,BRAVO,419,33.65,170000,168000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2008,Fiat,CROMA,137,29.2,197000,191000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2008,Fiat,LINEA,514,23.74,149000,141000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2008,Fiat,PUNTO,1809,23.27,124000,116000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2008,Ford,Mallit yhteensä,9881,26.25,215000,208000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Ford,C-MAX,179,31.84,224000,226000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2008,Ford,FIESTA,717,14.92,126000,120000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2008,Ford,FOCUS,4051,29.99,206000,196000,Etuakselisto,"Jousitus ja
iskunvaimennus","Dieselmoottorin
pakokaasumittaus"
2008,Ford,FOCUS C-MAX,258,25.97,199000,201000,Etuakselisto,"Jousitus ja
iskunvaimennus","Dieselmoottorin
pakokaasumittaus"
2008,Ford,FUSION,392,6.63,135000,130000,,,
2008,Ford,GALAXY,207,28.99,267000,259000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
2008,Ford,KA,158,25.32,111000,97000,"Jousitus ja
iskunvaimennus","Alustan kotelot ja
pohjalevy",
2008,Ford,KUGA,223,19.73,246000,250000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2008,Ford,MONDEO,3017,26.18,250000,246000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Ford,S-MAX,436,28.9,274000,248000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Honda,Mallit yhteensä,6373,15.91,198000,188000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2008,Honda,ACCORD,1410,18.72,218000,206000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2008,Honda,CIVIC,1939,16.5,160000,154000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2008,Honda,CR-V,2448,14.38,229000,222000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Honda,FR-V,179,13.41,196000,194000,"Käyttöjarrun
dynamometritesti",,
2008,Honda,JAZZ,379,13.72,126000,121000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2008,Hyundai,Mallit yhteensä,2875,25.01,174000,160000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2008,Hyundai,GETZ,1028,16.63,124000,114000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Renkaat ja vanteet
2008,Hyundai,I30,1128,30.59,197000,192000,"Seisontajarrun
dynamometritesti",Taka-akselisto,Etuakselisto
2008,Hyundai,SANTA FE,103,40.78,240000,239000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2008,Hyundai,SONATA,306,29.41,241000,216000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Käyttöjarrun
dynamometritesti"
2008,Jaguar,Mallit yhteensä,385,19.48,191000,185000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2008,Jaguar,X-TYPE,162,20.99,199000,199000,Käyttöjarru,,
2008,Jaguar,XF,160,20,195000,191000,Taka-akselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2008,Jeep,Mallit yhteensä,498,43.57,208000,201000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
2008,Jeep,CHEROKEE,132,25,243000,234000,Etuakselisto,,
2008,Jeep,PATRIOT,236,55.51,205000,205000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
2008,Kia,Mallit yhteensä,6267,31.18,195000,189000,Taka-akselisto,Etuakselisto,"Seisontajarrun
dynamometritesti"
2008,Kia,CARENS,184,47.83,192000,184000,"Seisontajarrun
dynamometritesti",Taka-akselisto,Etuakselisto
2008,Kia,CARNIVAL,135,40,210000,200000,Taka-akselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2008,Kia,CEED,4748,31.8,200000,195000,Taka-akselisto,Etuakselisto,"Seisontajarrun
dynamometritesti"
2008,Kia,CERATO,247,20.65,152000,148000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2008,Kia,MAGENTIS,149,24.83,171000,162000,Käyttöjarru,,
2008,Kia,RIO,146,24.66,125000,120000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2008,Kia,SORENTO,185,35.14,252000,252000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2008,Kia,SPORTAGE,359,24.23,179000,172000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,Lada,Mallit yhteensä,153,27.45,69000,64000,"Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2008,Lada,4X4,110,25.45,66000,63000,"Bensiinimoottorin
pakokaasumittaus","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2008,Land Rover,Mallit yhteensä,380,24.21,234000,232000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Seisontajarrun
dynamometritesti"
2008,Land Rover,FREELANDER,206,23.3,242000,239000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",
2008,Lexus,Mallit yhteensä,427,14.05,191000,185000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2008,Lexus,RX400H,126,11.9,196000,198000,,,
2008,Mazda,Mallit yhteensä,4885,25.96,184000,179000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2008,Mazda,2,697,29.41,131000,122000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2008,Mazda,3,673,33.43,159000,155000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2008,Mazda,5,393,48.35,213000,208000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Mazda,6,2989,20.68,199000,192000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
2008,Mazda,CX-7,110,26.36,182000,184000,,,
2008,Mercedes-Benz,Mallit yhteensä,9255,27.97,248000,234000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2008,Mercedes-Benz,A,486,18.31,142000,132000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Mercedes-Benz,B,459,26.58,199000,184000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
2008,Mercedes-Benz,C,5001,28.87,242000,236000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2008,Mercedes-Benz,CLS,141,28.37,208000,207000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2008,Mercedes-Benz,E,1611,32.65,320000,304000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2008,Mercedes-Benz,GLK,167,19.16,207000,204000,,,
2008,Mercedes-Benz,M,411,22.14,241000,235000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Mercedes-Benz,R,178,25.28,255000,247000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2008,Mercedes-Benz,S,163,21.47,214000,209000,Etuakselisto,,
